数据由邢不行整理，对数据字段有疑问的，可以直接微信私信邢不行，微信号：xbx297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stock_code,statement_format,report_date,publish_date,抓取时间,B_central_bank_cash_and_deposit@xbx,B_interbank_storage@xbx,B_precious_metal@xbx,B_lending_fund@xbx,B_tradable_fnncl_assets@xbx,B_derivative_fnncl_assets@xbx,B_buy_resale_fnncl_assets@xbx,B_interest_receivable@xbx,B_loans_and_payments@xbx,B_saleable_finacial_assets@xbx,B_held_to_maturity_invest@xbx,B_debt_right_invest@xbx,B_other_debt_right_invest@xbx,B_receivable_invest@xbx,B_other_compre_fa_by_fv@xbx,B_fa_calc_by_amortized_cost@xbx,B_lt_equity_invest@xbx,B_other_ei_invest@xbx,B_other_uncurrent_fa@xbx,B_invest_property@xbx,B_fixed_asset@xbx,B_construction_in_process@xbx,B_right_of_use_assets@xbx,B_intangible_assets@xbx,B_goodwill@xbx,B_dt_assets@xbx,B_contract_asset@xbx,B_bill_and_account_receivable@xbx,B_divided_into_asset_for_sale@xbx,B_other_assets@xbx,B_asset_diff_sri@xbx,B_asset_diff_tbi@xbx,B_total_assets@xbx,B_loan_from_central_bank@xbx,B_interbank_deposit_etc@xbx,B_borrowing_funds@xbx,B_tradable_fnncl_liab@xbx,B_derivative_fnncl_liab@xbx,B_fnncl_assets_sold_for_repur@xbx,B_savings_absorption@xbx,B_payroll_payable@xbx,B_tax_payable@xbx,B_interest_payable@xbx,B_estimated_liab@xbx,B_bond_payable@xbx,B_lt_staff_salary_payable@xbx,B_dt_liab@xbx,B_contract_liab@xbx,B_bill_and_account_payable@xbx,B_divided_into_liab_for_sale@xbx,B_lease_libilities@xbx,B_other_liab@xbx,B_liab_diff_sri@xbx,B_liab_diff_tbi@xbx,B_total_liab@xbx,B_actual_received_capital@xbx,B_capital_reserve@xbx,B_treasury@xbx,B_bs_other_compre_income@xbx,B_other_equity_instruments@xbx,B_preferred_shares@xbx,B_perpetual_capital_sec@xbx,B_earned_surplus@xbx,B_general_risk_provision@xbx,B_undstrbtd_profit@xbx,B_frgn_currency_convert_diff@xbx,B_total_equity_atoopc@xbx,B_minority_equity@xbx,B_holder_equity_diff_sri@xbx,B_equity_right_diff_tbi@xbx,B_total_owner_equity@xbx,B_liab_and_equity_diff_sri@xbx,B_liab_and_equity_diff_tbi@xbx,B_total_liab_and_owner_equity@xbx,R_revenue@xbx,R_interest_net_income@xbx,R_interest_income@xbx,R_interest_payout@xbx,R_commi_net_income@xbx,R_fee_and_commi_income@xbx,R_charge_and_commi_expenses@xbx,R_invest_income@xbx,R_ii_from_jc_etc@xbx,R_amortized_cost_fnncl_ass_cfrm@xbx,R_fv_chg_income@xbx,R_exchange_gain@xbx,R_asset_disposal_gain@xbx,R_other_income@xbx,R_other_bussiness_income@xbx,R_operating_revenuediff_sri@xbx,R_operating_revenuediff_tbi@xbx,R_operating_payout@xbx,R_operating_taxes_and_surcharge@xbx,R_business_and_manage_fee@xbx,R_asset_impairment_loss@xbx,R_credit_impairment_loss@xbx,R_other_business_costs@xbx,R_operating_cost_diff_sri@xbx,R_operating_cost_diff_tbi@xbx,R_op_diff_sri@xbx,R_op_diff_tbi@xbx,R_op@xbx,R_non_operating_income@xbx,R_noncurrent_asset_dispose_gain@xbx,R_nonoperating_cost@xbx,R_noncurrent_asset_dispose_loss@xbx,R_total_profit_diff_sri@xbx,R_total_profit_diff_tbi@xbx,R_total_profit@xbx,R_income_tax_cost@xbx,R_np_diff_sri@xbx,R_np_diff_tbi@xbx,R_np@xbx,R_np_atoopc@xbx,R_minority_gal@xbx,R_continued_operating_np@xbx,R_stop_operating_np@xbx,R_basic_eps@xbx,R_dlt_earnings_per_share@xbx,R_other_compre_income@xbx,R_othrcompre_income_atoopc@xbx,R_cannt_reclass_to_gal@xbx,R_asset_change_due_to_remeasure@xbx,R_cannt_reclass_gal_equity_law@xbx,R_other_not_reclass_to_gal@xbx,R_other_equity_invest_fvc@xbx,R_corp_credit_risk_fvc@xbx,R_reclass_to_gal@xbx,R_reclass_togal_in_equity_law@xbx,R_saleable_fv_chg_gal@xbx,R_reclass_and_salable_gal@xbx,R_cf_hedging_gal_valid_part@xbx,R_fc_convert_diff@xbx,R_other_reclass_to_gal@xbx,R_other_debt_right_invest_fvc@xbx,R_fa_reclassi_amt@xbx,R_other_debt_right_invest_ir@xbx,R_othrcompre_income_atms@xbx,R_total_compre_income@xbx,R_total_compre_income_atsopc@xbx,R_total_compre_income_atms@xbx,C_effect_of_exchange_chg_on_cce@xbx,C_cce_net_add_amt_diff_sri_dm@xbx,C_cce_net_add_amt_diff_tbi_dm@xbx,C_deposit_and_interbank_net_add@xbx,C_borrowing_net_add_central_bank@xbx,C_lending_net_add_other_org@xbx,C_cash_received_of_interest_etc@xbx,C_cash_received_of_other_oa@xbx,C_oa_cash_inflow_diff_sri@xbx,C_oa_cash_inflow_diff_tbi@xbx,C_sub_total_of_ci_from_oa@xbx,C_loan_and_advancenet_add@xbx,C_naa_of_cb_and_interbank@xbx,C_cash_paid_for_interests_etc@xbx,C_cash_paid_to_staff_etc@xbx,C_payments_of_all_taxes@xbx,C_other_cash_paid_related_to_oa@xbx,C_oa_cash_outflow_diff_sri@xbx,C_oa_cash_outflow_diff_tbi@xbx,C_sub_total_of_cos_from_oa@xbx,C_ncf_diff_of_oa_sri@xbx,C_ncf_diff_of_oa_tbi@xbx,C_ncf_from_oa@xbx,C_cash_received_of_dspsl_invest@xbx,C_invest_income_cash_received@xbx,C_net_cash_of_disposal_assets@xbx,C_cash_received_of_other_fa@xbx,C_ia_cash_inflow_diff_sri@xbx,C_ia_cash_inflow_diff_tbi@xbx,C_sub_total_of_ci_from_ia@xbx,C_cash_paid_for_assets@xbx,C_invest_paid_cash@xbx,C_other_cash_paid_related_to_ia@xbx,C_ia_cash_outflow_diff_sri@xbx,C_ia_cash_outflow_diff_tbi@xbx,C_sub_total_of_cos_from_ia@xbx,C_ncf_diff_from_ia_sri@xbx,C_ncf_diff_from_ia_tbi@xbx,C_ncf_from_ia@xbx,C_cash_received_of_absorb_invest@xbx,C_cr_from_minority_holders@xbx,C_cash_received_from_bond_issue@xbx,C_cash_received_of_othr_fa@xbx,C_fa_cash_in_flow_diff_sri@xbx,C_fa_cash_in_flow_diff_tbi@xbx,C_sub_total_of_ci_from_fa@xbx,C_cash_pay_for_debt@xbx,C_cash_paid_of_distribution@xbx,C_dap_paid_to_minority_holder@xbx,C_othrcash_paid_relating_to_fa@xbx,C_fa_cash_out_flow_diff_sri@xbx,C_fa_cash_out_flow_diff_tbi@xbx,C_sub_total_of_cos_from_fa@xbx,C_ncf_diff_from_fa_sri@xbx,C_ncf_diff_from_fa_tbi@xbx,C_ncf_from_fa@xbx,C_net_increase_in_cce@xbx,C_initial_cce_balance@xbx,C_final_balance_of_cce@xbx,C_np_cfs@xbx,C_asset_impairment_reserve@xbx,C_depreciation_etc@xbx,C_intangible_assets_amortized@xbx,C_lt_deferred_expenses_amrtzt@xbx,C_loss_of_disposal_assets@xbx,C_fixed_assets_scrap_loss@xbx,C_loss_from_fv_chg@xbx,C_finance_cost_cfs@xbx,C_invest_loss@xbx,C_dt_assets_decrease@xbx,C_dt_liab_increase@xbx,C_inventory_decrease@xbx,C_operating_items_decrease@xbx,C_increase_of_operating_item@xbx,C_si_other@xbx,C_ncf_diff_from_oa_im_sri@xbx,C_ncf_diff_from_oa_im_tbi@xbx,C_ncf_from_oa_im@xbx,C_debt_tranfer_to_capital@xbx,C_cb_due_within1y@xbx,C_finance_lease_fixed_assets@xbx,C_ending_balance_of_cash@xbx,C_initial_balance_of_cash@xbx,C_si_final_balance_of_cce@xbx,C_initial_balance_of_cce@xbx,C_cce_net_add_diff_im_sri@xbx,C_cce_net_add_diff_im_tbi@xbx,C_net_increase_in_cce_im@xbx
sh600000,商业银行,20111231,2012-04-28,,366957099000.0,267876482000.0,683246000.0,111415298000.0,5866841000.0,548787000.0,281509782000.0,11071074000.0,1302323950000.0,147929131000.0,158535453000.0,,,8759536000.0,,,1856861000.0,,,,8137072000.0,457178000.0,,457034000.0,,4269859000.0,,,,4833068000.0,1205938000.0,,2684693689000.0,50000000.0,440908269000.0,66970025000.0,,1515029000.0,86019569000.0,1851055121000.0,6853628000.0,6509666000.0,20278588000.0,,32600000000.0,,,,,,,22378875000.0,12139000.0,,2535150909000.0,18653471000.0,59543902000.0,,,,,,21805744000.0,18700000000.0,30188118000.0,,148891235000.0,651545000.0,,,149542780000.0,12139000.0,0.0,2684693689000.0,67917672000.0,61441562000.0,121221237000.0,59779675000.0,6715726000.0,7204809000.0,489083000.0,194415000.0,72466000.0,,-859837000.0,242996000.0,,,182810000.0,,,32160945000.0,4898888000.0,19553583000.0,7499975000.0,,208499000.0,,,,,35756727000.0,157357000.0,,74797000.0,,,,35839287000.0,8484175000.0,,,27355112000.0,27285981000.0,69131000.0,,,1.46,1.46,904729000.0,,,,,,,,,,,,,,,,,,,28259841000.0,28190710000.0,69131000.0,-1361852000.0,,,313685039000.0,,143674666000.0,123871358000.0,9659027000.0,,,590890090000.0,185455450000.0,118816718000.0,,12181022000.0,11850867000.0,7033603000.0,5861569000.0,,392234312000.0,,0.0,198655778000.0,233593148000.0,49510000.0,,70671000.0,,,233713329000.0,2682867000.0,296387027000.0,,,,299069894000.0,,0.0,-65356565000.0,298900000.0,298900000.0,18400000000.0,,,,18698900000.0,2600000000.0,3004712000.0,,,,,5604712000.0,,0.0,13094188000.0,145031549000.0,167595679000.0,312627228000.0,27355112000.0,7499975000.0,882761000.0,99980000.0,409616000.0,13290000.0,,859837000.0,,-56836000.0,-798937000.0,,,-294488331000.0,455971807000.0,,907504000.0,,198655778000.0,,,,312627228000.0,167595679000.0,,,,,145031549000.0
sh600000,商业银行,20120331,2012-04-28,,390891442000.0,352018656000.0,901164000.0,121226000000.0,8375568000.0,370596000.0,193705063000.0,13614701000.0,1359172044000.0,159817491000.0,171066908000.0,,,8670050000.0,,,2029103000.0,,,,7952586000.0,466581000.0,,441597000.0,,4666234000.0,,,,8118270000.0,1142513000.0,,2804646567000.0,50000000.0,480596883000.0,41049955000.0,,1369545000.0,86075720000.0,1912737889000.0,7907325000.0,6328509000.0,22056274000.0,,62600000000.0,,2161000.0,,,,,26113792000.0,12139000.0,,2646900192000.0,18653471000.0,59814493000.0,,,,,,21805744000.0,18700000000.0,38082016000.0,,157055724000.0,690651000.0,,,157746375000.0,12139000.0,0.0,2804646567000.0,19908856000.0,17829622000.0,37255691000.0,19426069000.0,1839813000.0,1991051000.0,151238000.0,-2045000.0,33413000.0,,14641000.0,201195000.0,,,25630000.0,,,9602772000.0,1512547000.0,6375598000.0,1665567000.0,,49060000.0,,,,,10306084000.0,16795000.0,,5240000.0,,,,10317639000.0,2385587000.0,,,7932052000.0,7893898000.0,38154000.0,,,0.423,0.423,270591000.0,,,,,,,,,,,,,,,,,,,8202643000.0,8164489000.0,38154000.0,,,,100371519000.0,,54173902000.0,36848702000.0,5744773000.0,,,197138896000.0,58330273000.0,27444744000.0,,3420706000.0,3887794000.0,9396380000.0,,,120276202000.0,,0.0,76862694000.0,28566784000.0,,,3021000.0,,,28569805000.0,83510000.0,52883950000.0,,,,52967460000.0,,0.0,-24397655000.0,,,30000000000.0,,,,30000000000.0,,,,,,,,,0.0,30000000000.0,82465039000.0,312627228000.0,395092267000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sh600000,商业银行,20111231,2012-08-15,,366957099000.0,267876482000.0,683246000.0,111415298000.0,5866841000.0,548787000.0,281509782000.0,11071074000.0,1302323950000.0,147929131000.0,158535453000.0,,,8759536000.0,,,1856861000.0,,,,8137072000.0,457178000.0,,457034000.0,,4269859000.0,,,,4833068000.0,1205938000.0,,2684693689000.0,50000000.0,440908269000.0,66970025000.0,,1515029000.0,86019569000.0,1851055121000.0,6853628000.0,6509666000.0,20278588000.0,,32600000000.0,,,,,,,22378875000.0,12139000.0,,2535150909000.0,18653471000.0,59543902000.0,,,,,,21805744000.0,18700000000.0,30188118000.0,,148891235000.0,651545000.0,,,149542780000.0,12139000.0,0.0,2684693689000.0,67917672000.0,61441562000.0,121221237000.0,59779675000.0,6715726000.0,7204809000.0,489083000.0,194415000.0,72466000.0,,-859837000.0,242996000.0,,,182810000.0,,,32160945000.0,4898888000.0,19553583000.0,7499975000.0,,208499000.0,,,,,35756727000.0,157357000.0,,74797000.0,,,,35839287000.0,8484175000.0,,,27355112000.0,27285981000.0,69131000.0,,,1.46,1.46,904729000.0,,,,,,,,,,,,,,,,,,,28259841000.0,28190710000.0,69131000.0,-1361852000.0,,,313685039000.0,,143674666000.0,123871358000.0,9659027000.0,,,590890090000.0,185455450000.0,118816718000.0,,12181022000.0,11850867000.0,7033603000.0,5861569000.0,,392234312000.0,,0.0,198655778000.0,233593148000.0,49510000.0,,70671000.0,,,233713329000.0,2682867000.0,296387027000.0,,,,299069894000.0,,0.0,-65356565000.0,298900000.0,298900000.0,18400000000.0,,,,18698900000.0,2600000000.0,3004712000.0,,,,,5604712000.0,,0.0,13094188000.0,145031549000.0,167595679000.0,312627228000.0,27355112000.0,7499975000.0,882761000.0,99980000.0,409616000.0,13290000.0,,859837000.0,,-56836000.0,-798937000.0,,,-294488331000.0,455971807000.0,,907504000.0,,198655778000.0,,,,312627228000.0,167595679000.0,,,,,145031549000.0
sh600000,商业银行,20120630,2012-08-15,,395913033000.0,351323828000.0,3281630000.0,112107557000.0,8338175000.0,646065000.0,303110389000.0,14168744000.0,1420608160000.0,186178349000.0,164759891000.0,,,48512794000.0,,,1941541000.0,,,,7861619000.0,1173373000.0,,448033000.0,,4515666000.0,,,,10439938000.0,1103637000.0,,3036432422000.0,110270000.0,523824140000.0,26646298000.0,,1761935000.0,85406239000.0,2061749192000.0,8941543000.0,5648582000.0,22868591000.0,,62600000000.0,,,,,,,72956142000.0,24166000.0,,2872537098000.0,18653471000.0,61086057000.0,,,,,,27247335000.0,23050000000.0,31993468000.0,,162030331000.0,1864993000.0,,,163895324000.0,24166000.0,0.0,3036432422000.0,40002992000.0,35606322000.0,74134925000.0,38528603000.0,3877385000.0,4154212000.0,276827000.0,117620000.0,63640000.0,,-138626000.0,485132000.0,,,55159000.0,,,17496528000.0,3051302000.0,11508168000.0,2851760000.0,,85298000.0,,,,,22506464000.0,52516000.0,,11629000.0,,,,22547351000.0,5281591000.0,,,17265760000.0,17192982000.0,72778000.0,,,0.92,0.92,1542155000.0,,,,,,,,,,,,,,,,,,,18807915000.0,18735137000.0,72778000.0,341946000.0,,,293609943000.0,60270000.0,,70583255000.0,53349543000.0,,,417603011000.0,121000825000.0,147090777000.0,,5614579000.0,9954771000.0,16177148000.0,60559816000.0,,396613343000.0,,0.0,20989668000.0,147223989000.0,4545851000.0,,5606000.0,,,151775446000.0,1084681000.0,229596427000.0,,,,230681108000.0,,0.0,-78905662000.0,1140670000.0,1140670000.0,30000000000.0,,,,31140670000.0,,5584014000.0,,,,,5584014000.0,,0.0,25556656000.0,-32017392000.0,312627228000.0,280609836000.0,17265760000.0,2851760000.0,487892000.0,57713000.0,204083000.0,-53000.0,,138626000.0,,-28835000.0,-760794000.0,,,-347693729000.0,351676315000.0,,-3209070000.0,,20989668000.0,,,,280609836000.0,312627228000.0,,,,,-32017392000.0
sh600000,商业银行,20111231,2012-10-31,,366957099000.0,267876482000.0,683246000.0,111415298000.0,5866841000.0,548787000.0,281509782000.0,11071074000.0,1302323950000.0,147929131000.0,158535453000.0,,,8759536000.0,,,1856861000.0,,,,8137072000.0,457178000.0,,457034000.0,,4269859000.0,,,,4833068000.0,1205938000.0,,2684693689000.0,50000000.0,440908269000.0,66970025000.0,,1515029000.0,86019569000.0,1851055121000.0,6853628000.0,6509666000.0,20278588000.0,,32600000000.0,,,,,,,22378875000.0,12139000.0,,2535150909000.0,18653471000.0,59543902000.0,,,,,,21805744000.0,18700000000.0,30188118000.0,,148891235000.0,651545000.0,,,149542780000.0,12139000.0,0.0,2684693689000.0,67917672000.0,61441562000.0,121221237000.0,59779675000.0,6715726000.0,7204809000.0,489083000.0,194415000.0,72466000.0,,-859837000.0,242996000.0,,,182810000.0,,,32160945000.0,4898888000.0,19553583000.0,7499975000.0,,208499000.0,,,,,35756727000.0,157357000.0,,74797000.0,,,,35839287000.0,8484175000.0,,,27355112000.0,27285981000.0,69131000.0,,,1.46,1.46,904729000.0,,,,,,,,,,,,,,,,,,,28259841000.0,28190710000.0,69131000.0,-1361852000.0,,,313685039000.0,,143674666000.0,123871358000.0,9659027000.0,,,590890090000.0,185455450000.0,118816718000.0,,12181022000.0,11850867000.0,7033603000.0,5861569000.0,,392234312000.0,,0.0,198655778000.0,233593148000.0,49510000.0,,70671000.0,,,233713329000.0,2682867000.0,296387027000.0,,,,299069894000.0,,0.0,-65356565000.0,298900000.0,298900000.0,18400000000.0,,,,18698900000.0,2600000000.0,3004712000.0,,,,,5604712000.0,,0.0,13094188000.0,145031549000.0,167595679000.0,312627228000.0,27355112000.0,7499975000.0,882761000.0,99980000.0,409616000.0,13290000.0,,859837000.0,,-56836000.0,-798937000.0,,,-294488331000.0,455971807000.0,,907504000.0,,198655778000.0,,,,312627228000.0,167595679000.0,,,,,145031549000.0
sh600000,商业银行,20120930,2012-10-31,,419430002000.0,354982481000.0,5724226000.0,105883924000.0,7801003000.0,806904000.0,311920395000.0,13938567000.0,1479123198000.0,183558702000.0,162940179000.0,,,49718783000.0,,,2453249000.0,,,,8162241000.0,1198026000.0,,438909000.0,,5437055000.0,,,,27561661000.0,1105102000.0,,3142184607000.0,110270000.0,537921981000.0,50278645000.0,,1969284000.0,88897236000.0,2113153872000.0,9869400000.0,6251996000.0,24588453000.0,,62600000000.0,,,,,,,74926702000.0,24166000.0,,2970592005000.0,18653471000.0,59816958000.0,,,,,,27247335000.0,23050000000.0,40926287000.0,,169694051000.0,1898551000.0,,,171592602000.0,24166000.0,0.0,3142184607000.0,60829919000.0,53980579000.0,111878963000.0,57898384000.0,6108830000.0,6517387000.0,408557000.0,-165161000.0,82689000.0,,50369000.0,584276000.0,,,271026000.0,,,26779232000.0,4603982000.0,17084350000.0,4898174000.0,,192726000.0,,,,,34050687000.0,177178000.0,,19834000.0,,,,34208031000.0,7968153000.0,,,26239878000.0,26125802000.0,114076000.0,,,1.401,1.401,271504000.0,,,,,,,,,,,,,,,,,,,26511382000.0,26397306000.0,114076000.0,,,,359112463000.0,60270000.0,,106888367000.0,54470938000.0,,,520532038000.0,181467391000.0,158481942000.0,,7885231000.0,14086616000.0,35530354000.0,37316880000.0,,488765490000.0,,0.0,31766548000.0,210411270000.0,8770558000.0,,26514000.0,,,219208342000.0,1817193000.0,292241321000.0,,,,294058514000.0,,0.0,-74850172000.0,1140670000.0,1140670000.0,30000000000.0,,,,31140670000.0,,5584014000.0,,,,,5584014000.0,,0.0,25556656000.0,-17526968000.0,312627228000.0,295100260000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sh600000,商业银行,20111231,2013-03-14,,366957000000.0,267876000000.0,683000000.0,111415000000.0,5867000000.0,549000000.0,281510000000.0,11071000000.0,1302324000000.0,147929000000.0,158535000000.0,,,8760000000.0,,,1857000000.0,,,,8137000000.0,457000000.0,,457000000.0,,4270000000.0,,,,4834000000.0,1206000000.0,,2684694000000.0,50000000.0,440908000000.0,66970000000.0,,1515000000.0,86020000000.0,1851055000000.0,6854000000.0,6510000000.0,20279000000.0,,32600000000.0,,,,,,,22379000000.0,12000000.0,,2535152000000.0,18653000000.0,59543000000.0,,,,,,21806000000.0,18700000000.0,30188000000.0,,148890000000.0,652000000.0,,,149542000000.0,12000000.0,0.0,2684694000000.0,67918000000.0,61441000000.0,121221000000.0,59780000000.0,6717000000.0,7205000000.0,488000000.0,194000000.0,72000000.0,,-860000000.0,243000000.0,,,183000000.0,,,32161000000.0,4899000000.0,19553000000.0,7500000000.0,,209000000.0,,,,,35757000000.0,157000000.0,,75000000.0,,,,35839000000.0,8484000000.0,,,27355000000.0,27286000000.0,69000000.0,,,1.46,1.46,905000000.0,,,,,,,,,,,,,,,,,,,28260000000.0,28191000000.0,69000000.0,-1361000000.0,,,313685000000.0,,143675000000.0,114994000000.0,9659000000.0,,,582013000000.0,185455000000.0,118817000000.0,,12181000000.0,11851000000.0,7034000000.0,5862000000.0,,392235000000.0,,0.0,189778000000.0,233593000000.0,8927000000.0,,71000000.0,,,242591000000.0,2683000000.0,296387000000.0,,,,299070000000.0,,0.0,-56479000000.0,299000000.0,299000000.0,18400000000.0,,,,18699000000.0,2600000000.0,3005000000.0,,,,,5605000000.0,,0.0,13094000000.0,145032000000.0,167596000000.0,312628000000.0,27355000000.0,7500000000.0,882000000.0,100000000.0,410000000.0,13000000.0,,860000000.0,,-56000000.0,-799000000.0,,,-293826000000.0,455972000000.0,,-8633000000.0,,189778000000.0,,,,312628000000.0,167596000000.0,,,,,145032000000.0
sh600000,商业银行,20121231,2013-03-14,,427563000000.0,311293000000.0,6673000000.0,85420000000.0,18441000000.0,907000000.0,267089000000.0,13546000000.0,1508806000000.0,150741000000.0,159286000000.0,,,159734000000.0,,,2464000000.0,,,,8781000000.0,1320000000.0,,517000000.0,,5636000000.0,,,,16111000000.0,1379000000.0,,3145707000000.0,115000000.0,546564000000.0,32466000000.0,,1944000000.0,84540000000.0,2134365000000.0,7214000000.0,8295000000.0,24679000000.0,,68600000000.0,,,,,,,57254000000.0,12000000.0,,2966048000000.0,18653000000.0,59560000000.0,,,,,,27248000000.0,23050000000.0,48986000000.0,,177497000000.0,2162000000.0,,,179659000000.0,12000000.0,0.0,3145707000000.0,82952000000.0,73362000000.0,150243000000.0,76881000000.0,8746000000.0,9321000000.0,575000000.0,76000000.0,92000000.0,,-180000000.0,417000000.0,,,531000000.0,,,38533000000.0,6258000000.0,23814000000.0,8119000000.0,,342000000.0,,,,,44419000000.0,434000000.0,,99000000.0,,,,44754000000.0,10443000000.0,,,34311000000.0,34186000000.0,125000000.0,,,1.83,1.83,17000000.0,,,,,,,,,,,,,,,,,,,34328000000.0,34203000000.0,125000000.0,-230000000.0,,,388966000000.0,65000000.0,7895000000.0,142726000000.0,37307000000.0,,,576959000000.0,214125000000.0,127939000000.0,,14029000000.0,16472000000.0,18008000000.0,22533000000.0,,484381000000.0,,0.0,92578000000.0,170237000000.0,14348000000.0,,23000000.0,,,184608000000.0,3356000000.0,324063000000.0,,,,327419000000.0,,0.0,-142811000000.0,1385000000.0,1385000000.0,42000000000.0,,,,43385000000.0,6000000000.0,7376000000.0,,,,,13376000000.0,,0.0,30009000000.0,-20454000000.0,312628000000.0,292174000000.0,34311000000.0,8119000000.0,1004000000.0,132000000.0,454000000.0,4000000.0,,180000000.0,,-172000000.0,-1373000000.0,,,-332605000000.0,394204000000.0,,-11680000000.0,,92578000000.0,,,,292174000000.0,312628000000.0,,,,,-20454000000.0
sh600000,商业银行,20121231,2013-04-27,,427563000000.0,311293000000.0,6673000000.0,85420000000.0,18441000000.0,907000000.0,267089000000.0,13546000000.0,1508806000000.0,150741000000.0,159286000000.0,,,159734000000.0,,,2464000000.0,,,,8781000000.0,1320000000.0,,517000000.0,,5636000000.0,,,,16111000000.0,1379000000.0,,3145707000000.0,115000000.0,546564000000.0,32466000000.0,,1944000000.0,84540000000.0,2134365000000.0,7214000000.0,8295000000.0,24679000000.0,,68600000000.0,,,,,,,57254000000.0,12000000.0,,2966048000000.0,18653000000.0,59560000000.0,,,,,,27248000000.0,23050000000.0,48986000000.0,,177497000000.0,2162000000.0,,,179659000000.0,12000000.0,0.0,3145707000000.0,82952000000.0,73362000000.0,150243000000.0,76881000000.0,8746000000.0,9321000000.0,575000000.0,76000000.0,92000000.0,,-180000000.0,417000000.0,,,531000000.0,,,38533000000.0,6258000000.0,23814000000.0,8119000000.0,,342000000.0,,,,,44419000000.0,434000000.0,,99000000.0,,,,44754000000.0,10443000000.0,,,34311000000.0,34186000000.0,125000000.0,,,1.83,1.83,17000000.0,,,,,,,,,,,,,,,,,,,34328000000.0,34203000000.0,125000000.0,-230000000.0,,,388966000000.0,65000000.0,7895000000.0,142726000000.0,37307000000.0,,,576959000000.0,214125000000.0,127939000000.0,,14029000000.0,16472000000.0,18008000000.0,22533000000.0,,484381000000.0,,0.0,92578000000.0,170237000000.0,14348000000.0,,23000000.0,,,184608000000.0,3356000000.0,324063000000.0,,,,327419000000.0,,0.0,-142811000000.0,1385000000.0,1385000000.0,42000000000.0,,,,43385000000.0,6000000000.0,7376000000.0,,,,,13376000000.0,,0.0,30009000000.0,-20454000000.0,312628000000.0,292174000000.0,34311000000.0,8119000000.0,1004000000.0,132000000.0,454000000.0,4000000.0,,180000000.0,,-172000000.0,-1373000000.0,,,-332605000000.0,394204000000.0,,-11680000000.0,,92578000000.0,,,,292174000000.0,312628000000.0,,,,,-20454000000.0
sh600000,商业银行,20130331,2013-04-27,,426391000000.0,196015000000.0,4936000000.0,55836000000.0,25244000000.0,1485000000.0,394369000000.0,13288000000.0,1579691000000.0,132848000000.0,155168000000.0,,,380481000000.0,,,2503000000.0,,,,8597000000.0,1446000000.0,,498000000.0,,5642000000.0,,,,22168000000.0,1311000000.0,,3407917000000.0,230000000.0,644462000000.0,46528000000.0,,2400000000.0,83978000000.0,2264488000000.0,7443000000.0,7470000000.0,26225000000.0,,68600000000.0,,2000000.0,,,,,67001000000.0,12000000.0,,3218839000000.0,18653000000.0,60008000000.0,,,,,,27248000000.0,23050000000.0,57889000000.0,,186848000000.0,2230000000.0,,,189078000000.0,12000000.0,0.0,3407917000000.0,22011000000.0,18524000000.0,39178000000.0,20654000000.0,2920000000.0,3080000000.0,160000000.0,227000000.0,47000000.0,,160000000.0,-38000000.0,,,218000000.0,,,10364000000.0,1529000000.0,6661000000.0,2077000000.0,,97000000.0,,,,,11647000000.0,20000000.0,,15000000.0,,,,11652000000.0,2701000000.0,,,8951000000.0,8903000000.0,48000000.0,,,0.477,0.477,448000000.0,,,,,,,,,,,,,,,,,,,9399000000.0,9351000000.0,48000000.0,,,,228021000000.0,115000000.0,,37036000000.0,13253000000.0,30572000000.0,,308997000000.0,72895000000.0,,,4116000000.0,5244000000.0,12813000000.0,95499000000.0,,208575000000.0,,0.0,100422000000.0,87442000000.0,5207000000.0,,6000000.0,,,92655000000.0,272000000.0,285833000000.0,,,,286105000000.0,,0.0,-193450000000.0,,,,,,,,,1260000000.0,,,,,1260000000.0,,0.0,-1260000000.0,-94288000000.0,292174000000.0,197886000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
