candle_end_time,open,high,low,close,amount,volume,index_code
2013-12-31,1000.0,1000.0,1000.0,1000.0,10047446043.0,8597501.32,sh932000
2014-01-02,999.1368,1016.4858,999.1368,1016.4532,10892583863.0,9535789.37,sh932000
2014-01-03,1013.657,1015.7665,1009.1565,1012.9818,12350598677.0,10210918.4,sh932000
2014-01-06,1010.0497,1010.0497,982.7247,982.8571,10440757987.0,9090224.32,sh932000
2014-01-07,978.6413,990.7485,976.86,990.7485,8069644027.0,7319259.35,sh932000
2014-01-08,991.5784,999.9839,991.5194,996.4998,10338207822.0,8758774.59,sh932000
2014-01-09,994.8334,999.3207,978.6782,978.6782,10231848282.0,8745966.6,sh932000
2014-01-10,974.304,974.8093,960.0508,962.5876,8323573379.0,7519242.21,sh932000
2014-01-13,962.4205,970.219,958.9058,965.7477,6674440575.0,5827643.89,sh932000
2014-01-14,966.1326,985.8214,965.2165,985.8214,8580763381.0,7327498.22,sh932000
2014-01-15,985.4427,994.3847,985.4427,994.3847,9871135948.0,7924541.09,sh932000
2014-01-16,995.4273,1001.4721,993.2806,997.6576,11314120958.0,8953552.65,sh932000
2014-01-17,996.2735,999.1172,991.4061,992.9609,9481575810.0,7753737.01,sh932000
2014-01-20,992.0007,994.379,981.4096,987.6858,9374527821.0,7639488.89,sh932000
2014-01-21,986.1229,1006.5081,986.1229,1006.5081,10428012468.0,8259592.71,sh932000
2014-01-22,1006.6763,1024.532,1006.6763,1024.532,13061038037.0,10574449.06,sh932000
2014-01-23,1023.81,1039.0224,1023.81,1036.0351,13842929823.0,10858443.96,sh932000
2014-01-24,1035.5649,1050.2856,1035.5649,1046.762,13648166750.0,10628666.7,sh932000
2014-01-27,1042.815,1054.5289,1039.3804,1046.3768,13397071329.0,9967030.37,sh932000
2014-01-28,1045.8326,1050.2463,1032.7248,1042.8269,10651913812.0,8331089.32,sh932000
2014-01-29,1043.704,1054.238,1043.704,1053.9155,10023034548.0,7667397.34,sh932000
2014-01-30,1052.952,1054.7038,1047.8081,1050.074,7992921583.0,6142263.65,sh932000
