candle_end_time,open,high,low,close,amount,volume,index_code
2007-01-04,1492.67,1497.24,1477.59,1480.94,2914819200.0,6277626.8,sh000852
2007-01-05,1482.0,1517.5,1477.3,1517.5,3000957200.0,6247472.7,sh000852
2007-01-08,1517.74,1571.82,1517.42,1571.82,3803234900.0,7902816.3,sh000852
2007-01-09,1584.3,1611.22,1584.3,1610.2,4528411700.0,9212451.8,sh000852
2007-01-10,1616.76,1653.72,1602.65,1653.72,4967414300.0,10236408.3,sh000852
2007-01-11,1661.12,1708.51,1653.69,1669.98,6407437600.0,12746709.2,sh000852
2007-01-12,1663.19,1682.19,1614.73,1616.33,5288940700.0,10545390.0,sh000852
2007-01-15,1613.34,1683.9,1613.34,1683.9,4559431100.0,8843868.1,sh000852
2007-01-16,1686.53,1727.79,1678.44,1727.79,5768612400.0,10837768.7,sh000852
2007-01-17,1730.0,1771.33,1693.8,1730.6,7262705000.0,13338855.2,sh000852
2007-01-18,1724.31,1778.55,1713.78,1776.39,6299561700.0,12254174.7,sh000852
2007-01-19,1782.17,1836.65,1782.17,1836.65,7395670900.0,13845358.0,sh000852
2007-01-22,1844.55,1906.27,1844.55,1906.27,7668823400.0,13902863.0,sh000852
2007-01-23,1915.15,1926.44,1855.74,1921.53,7851867000.0,13796644.0,sh000852
2007-01-24,1919.54,1939.42,1906.71,1926.33,6689176200.0,11696607.8,sh000852
2007-01-25,1919.1,1919.1,1852.0,1853.94,6712082700.0,11946084.2,sh000852
2007-01-26,1842.12,1867.29,1779.53,1860.58,5625043800.0,10346898.3,sh000852
2007-01-29,1874.21,1924.46,1874.21,1924.46,5521366200.0,9820649.6,sh000852
2007-01-30,1933.77,1935.55,1895.78,1910.42,5954078100.0,10135443.1,sh000852
2007-01-31,1902.86,1913.8,1818.08,1830.29,5425076700.0,9581008.1,sh000852
2007-02-01,1810.77,1843.22,1775.46,1834.24,4287175700.0,7936514.1,sh000852
2007-02-02,1838.66,1855.12,1803.42,1806.41,4434357400.0,7976851.4,sh000852
2007-02-05,1806.42,1838.17,1803.84,1827.62,3140070600.0,5651364.7,sh000852
2007-02-06,1833.99,1876.42,1831.8,1876.42,3665678800.0,6481987.5,sh000852
2007-02-07,1882.7,1900.95,1878.01,1900.95,4360790000.0,7715790.8,sh000852
2007-02-08,1905.39,1938.15,1900.52,1936.74,4910831500.0,8511972.9,sh000852
2007-02-09,1939.59,1950.5,1919.9,1938.72,4418694000.0,7694594.5,sh000852
2007-02-12,1940.85,1979.74,1940.85,1979.74,4333061900.0,7301153.5,sh000852
2007-02-13,1987.08,2011.05,1977.41,2011.05,4756703800.0,8076457.1,sh000852
2007-02-14,2011.05,2061.85,2011.05,2052.67,5768837900.0,9889087.2,sh000852
2007-02-15,2060.36,2112.34,2060.36,2112.07,6623755800.0,11043820.7,sh000852
2007-02-16,2148.95,2196.99,2146.48,2165.07,8291369500.0,13994950.0,sh000852
2007-02-26,2185.37,2271.81,2167.58,2271.81,7789811900.0,12611899.4,sh000852
2007-02-27,2281.21,2310.12,2096.53,2097.43,10867392200.0,17630000.0,sh000852
2007-02-28,2067.75,2204.76,2067.75,2199.83,7925245100.0,13196094.9,sh000852
2007-03-01,2208.01,2219.34,2135.91,2172.82,8532143000.0,14194853.0,sh000852
2007-03-02,2174.21,2225.75,2172.14,2211.79,6815895700.0,10891722.7,sh000852
2007-03-05,2219.57,2254.51,2147.15,2225.25,7357870100.0,11534140.9,sh000852
2007-03-06,2220.16,2241.41,2196.77,2231.35,5333440000.0,8179406.0,sh000852
2007-03-07,2239.97,2288.4,2239.97,2288.4,6200031800.0,9333571.8,sh000852
2007-03-08,2296.89,2344.16,2279.48,2344.16,7287115100.0,10926326.8,sh000852
2007-03-09,2348.7,2380.3,2313.66,2366.49,8739335800.0,12614492.8,sh000852
2007-03-12,2368.94,2449.1,2368.89,2449.1,9858229800.0,14296808.0,sh000852
2007-03-13,2456.66,2489.51,2448.6,2481.59,9651111500.0,13881004.0,sh000852
2007-03-14,2463.13,2509.8,2388.34,2475.98,9643862800.0,13775725.0,sh000852
2007-03-15,2478.83,2536.8,2477.88,2531.94,8882161400.0,12208139.9,sh000852
2007-03-16,2538.0,2546.88,2452.74,2485.45,10084029100.0,13880736.0,sh000852
2007-03-19,2415.78,2541.95,2402.11,2538.3,8571869000.0,11703392.8,sh000852
2007-03-20,2546.74,2611.73,2546.74,2610.54,8167845000.0,10520153.2,sh000852
2007-03-21,2627.76,2659.42,2607.94,2659.3,9272699000.0,12100805.4,sh000852
2007-03-22,2671.61,2711.04,2667.82,2677.63,10977569500.0,14181876.0,sh000852
2007-03-23,2678.41,2714.88,2639.82,2708.89,11143111900.0,14533000.0,sh000852
2007-03-26,2721.03,2784.47,2721.03,2784.11,11296369200.0,14732391.0,sh000852
