candle_end_time,open,high,low,close,amount,volume,index_code
2007-01-04,2728.188,2847.615,2684.818,2715.719,83945528500.0,120156021.0,sh000001
2007-01-05,2668.577,2685.804,2617.019,2641.334,70128701900.0,106155625.0,sh000001
2007-01-08,2621.068,2708.444,2620.625,2707.199,72165879300.0,106813244.0,sh000001
2007-01-09,2711.049,2809.394,2691.36,2807.804,86221973500.0,110751267.0,sh000001
2007-01-10,2838.113,2841.741,2770.988,2825.576,79050663300.0,111769365.0,sh000001
2007-01-11,2819.367,2841.18,2763.886,2770.11,83986726400.0,121598717.0,sh000001
2007-01-12,2745.321,2782.025,2652.578,2668.11,73434040900.0,107303768.0,sh000001
2007-01-15,2660.07,2795.331,2658.879,2794.701,66939481000.0,91761561.0,sh000001
2007-01-16,2818.663,2830.803,2757.205,2821.017,83325769100.0,111178574.0,sh000001
2007-01-17,2828.401,2870.422,2742.588,2778.9,96777586700.0,127377480.0,sh000001
2007-01-18,2760.944,2784.043,2679.705,2756.983,84133817300.0,112313956.0,sh000001
2007-01-19,2761.886,2833.454,2761.886,2832.207,89644076200.0,122061894.0,sh000001
2007-01-22,2857.896,2934.647,2857.896,2933.19,103038439700.0,138576090.0,sh000001
2007-01-23,2964.687,2970.685,2851.919,2949.144,109027312200.0,142791803.0,sh000001
2007-01-24,2955.424,2994.282,2927.721,2975.129,97516182400.0,122056790.0,sh000001
2007-01-25,2946.504,2947.149,2853.822,2857.365,92960236900.0,117197215.0,sh000001
2007-01-26,2805.956,2905.984,2720.827,2882.558,84624396200.0,109599131.0,sh000001
2007-01-29,2897.254,2954.336,2885.861,2945.263,89180334000.0,112067906.0,sh000001
2007-01-30,2959.398,2980.51,2901.762,2930.562,87664383200.0,111931721.0,sh000001
2007-01-31,2926.075,2929.646,2766.747,2786.335,86136968600.0,114265970.0,sh000001
2007-02-01,2744.814,2801.689,2706.291,2785.432,69672869100.0,93443531.0,sh000001
2007-02-02,2791.49,2796.436,2666.862,2673.212,65092192900.0,85446236.0,sh000001
2007-02-05,2658.074,2672.352,2610.331,2612.537,54541808900.0,69224512.0,sh000001
2007-02-06,2612.839,2677.042,2541.525,2675.697,68761575700.0,86629950.0,sh000001
2007-02-07,2688.96,2745.387,2681.329,2716.175,77315160700.0,94883764.0,sh000001
2007-02-08,2725.14,2751.162,2691.268,2737.732,69597596600.0,88434295.0,sh000001
2007-02-09,2741.48,2747.944,2704.365,2730.386,62974673400.0,80874438.0,sh000001
2007-02-12,2729.836,2807.51,2728.783,2807.174,63455731300.0,79009403.0,sh000001
2007-02-13,2819.138,2835.089,2801.313,2831.872,62209741400.0,79001671.0,sh000001
2007-02-14,2836.819,2915.063,2823.382,2905.093,74326325600.0,94044555.0,sh000001
2007-02-15,2923.666,2994.622,2923.666,2993.008,86918918800.0,108831177.0,sh000001
2007-02-16,3018.18,3036.346,2975.827,2998.474,94064924100.0,117921722.0,sh000001
